state,state_name,condition_category,condition_specific,responder_type,presumption_type,presumption_exists,rebuttable,years_service_required,pre_employment_exam_required,post_termination_months,post_termination_formula,discovery_during_employment_required,filing_deadline_notes,tobacco_exclusion,statute_citation,source_url,notes,needs_verification,iaff_url,data_retrieved
AL,Alabama,cancer,Cancer caused by exposure to a known carcinogen reasonably linked to the disabling cancer,firefighter,employer_benefit,TRUE,TRUE,3,TRUE,120,NA,TRUE,NA,NA,Ala. Code § 11-43-144(a)(5)(d) (municipal); § 36-30-40(4)(d) (state),https://law.justia.com/codes/alabama/title-11/title-2/chapter-43/article-7/section-11-43-144/,"Alabama's benefit for this condition operates outside workers' compensation. Sections 11-43-144 (municipal firefighters) and 36-30-40 (state firefighters) create an employer-paid disability and death benefit, not a workers' compensation presumption -- firefighters must pursue this benefit track rather than filing a standard workers' comp claim. The cancer must develop during service, and the firefighter must show exposure to a carcinogen recognized by the International Agency for Research on Cancer (IARC); the presumption is rebuttable by a preponderance of the evidence. A firefighter who dies of cancer within 10 years of leaving employment is treated as having died in the line of duty (§ 11-43-144(c)(2)); that 10-year window applies only to the death benefit, not to disability claims. This core cancer coverage traces back to the original 1967 municipal law (§ 11-43-144) -- not the October 1, 2026 date, which applies only to the newly added Parkinson's disease coverage. The parallel state-employee provision (§ 36-30-40/41) likely dates to around 2010-2013, based on a grandfather-clause deadline requiring a physical exam by January 1, 2013 for those without one, though its exact original enactment year has not been independently confirmed.",NA,https://www.iaff.org/presumptive-health/al/,2026-05-23
AL,Alabama,cardiovascular,"Hypertension, heart disease",firefighter,employer_benefit,TRUE,TRUE,3,TRUE,NA,NA,NA,NA,NA,Ala. Code § 11-43-144 (municipal firefighters); § 36-30-40 / § 36-30-41 (state firefighters),https://law.justia.com/codes/alabama/title-11/title-2/chapter-43/article-7/section-11-43-144/,"Alabama's benefit for this condition operates outside workers' compensation. Sections 11-43-144 (municipal firefighters) and 36-30-40/36-30-41 (state firefighters) create an employer-paid disability and death benefit, not a workers' compensation presumption -- firefighters must pursue this benefit track rather than filing a standard workers' comp claim. The presumption is rebuttable by a preponderance of the evidence. Both the municipal and state sections cover the same list of occupational diseases (hypertension, cardiovascular and respiratory disease, cancer, HIV, and hepatitis). A pre-employment physical exam is required unless the firefighter was hired before September 8, 1967 (municipal track) or before January 1, 2013 (state track). This coverage traces back to the original 1967 municipal law -- not the October 1, 2026 date, which applies only to the newly added Parkinson's disease coverage. The state-track provision's exact original enactment year has not been independently confirmed, but the 2013 exam deadline suggests it originated around 2010-2013.",NA,https://www.iaff.org/presumptive-health/al/,2026-05-23
AL,Alabama,respiratory,Respiratory disease,firefighter,employer_benefit,TRUE,TRUE,3,TRUE,NA,NA,NA,NA,NA,Ala. Code § 11-43-144 (municipal); § 36-30-40 / § 36-30-41 (state),https://law.justia.com/codes/alabama/title-11/title-2/chapter-43/article-7/section-11-43-144/,"Alabama's benefit for this condition operates outside workers' compensation. Sections 11-43-144 (municipal firefighters) and 36-30-40/36-30-41 (state firefighters) create an employer-paid disability and death benefit, not a workers' compensation presumption -- firefighters must pursue this benefit track rather than filing a standard workers' comp claim. The presumption is rebuttable by a preponderance of the evidence. This coverage traces back to the original 1967 municipal law -- not the October 1, 2026 date, which applies only to the newly added Parkinson's disease coverage. The state-track provision's exact original enactment year has not been independently confirmed, but a January 1, 2013 exam-deadline clause suggests it originated around 2010-2013.",NA,https://www.iaff.org/presumptive-health/al/,2026-05-23
AL,Alabama,infectious,HIV,firefighter,employer_benefit,TRUE,TRUE,3,TRUE,NA,NA,TRUE,NA,NA,Ala. Code § 11-43-144(a)(5)(e) (municipal); § 36-30-40(4)(e) (state),https://law.justia.com/codes/alabama/title-11/title-2/chapter-43/article-7/section-11-43-144/,"Alabama's benefit for this condition operates outside workers' compensation. Sections 11-43-144 (municipal firefighters) and 36-30-40 (state firefighters) create an employer-paid disability and death benefit, not a workers' compensation presumption -- firefighters must pursue this benefit track rather than filing a standard workers' comp claim. The condition must develop during employment, and the firefighter must show exposure connected to the job; the presumption is rebuttable by a preponderance of the evidence. This condition (like hypertension, cardiovascular and respiratory disease, and hepatitis) is covered under the original 1967 municipal law (§ 11-43-144), which by its own terms applies to firefighters with at least three years of continuous service before September 8, 1967 -- not the October 1, 2026 date, which applies only to the newly added Parkinson's disease coverage. The parallel state-employee provision (§ 36-30-40/41) likely dates to around 2010-2013, based on a grandfather-clause deadline requiring a physical exam by January 1, 2013 for those without one, though its exact original enactment year has not been independently confirmed.",NA,https://www.iaff.org/presumptive-health/al/,2026-05-23
AL,Alabama,infectious,Hepatitis,firefighter,employer_benefit,TRUE,TRUE,3,TRUE,NA,NA,TRUE,NA,NA,Ala. Code § 11-43-144(a)(5)(f) (municipal); § 36-30-40(4)(f) (state),https://law.justia.com/codes/alabama/title-11/title-2/chapter-43/article-7/section-11-43-144/,"Alabama's benefit for this condition operates outside workers' compensation. Sections 11-43-144 (municipal firefighters) and 36-30-40 (state firefighters) create an employer-paid disability and death benefit, not a workers' compensation presumption -- firefighters must pursue this benefit track rather than filing a standard workers' comp claim. The condition must develop during service, and the firefighter must show exposure connected to the job; the presumption is rebuttable by a preponderance of the evidence. This condition (like hypertension, cardiovascular and respiratory disease, and HIV) is covered under the original 1967 municipal law (§ 11-43-144), which by its own terms applies to firefighters with at least three years of continuous service before September 8, 1967 -- not the October 1, 2026 date, which applies only to the newly added Parkinson's disease coverage. The parallel state-employee provision (§ 36-30-40/41) likely dates to around 2010-2013, based on a grandfather-clause deadline requiring a physical exam by January 1, 2013 for those without one, though its exact original enactment year has not been independently confirmed.",NA,https://www.iaff.org/presumptive-health/al/,2026-05-23
AL,Alabama,other,Parkinson's disease caused by exposure to a known toxin associated with increased risk,firefighter,employer_benefit,TRUE,TRUE,3,TRUE,NA,NA,TRUE,NA,NA,Ala. Code § 11-43-144(a)(5)(g) (municipal); § 36-30-40(4)(g) (state),https://law.justia.com/codes/alabama/title-11/title-2/chapter-43/article-7/section-11-43-144/,"NOTE: Alabama's system operates separately from workers' compensation. §§ 11-43-144 and 36-30-40 create employer disability and death benefits, not a WC presumption. First responders with occupational disease must pursue these employer-benefit tracks, not a standard WC claim. Must manifest during service AND firefighter must demonstrate exposure to known toxin associated with Parkinson's risk. Rebuttable by preponderance. Effective October 1, 2026.",NA,https://www.iaff.org/presumptive-health/al/,2026-05-23
AR,Arkansas,cancer,"Leukemia, lymphoma, mesothelioma, multiple myeloma; cancer of brain, digestive tract, urinary tract, liver, skin, breast, cervix, thyroid, prostate, testicle; cancer with higher firefighter incidence linked to known carcinogen",firefighter,employer_benefit,TRUE,TRUE,NA,FALSE,NA,NA,TRUE,NA,NA,Ark. Code Ann. § 21-5-705(a)(3); § 24-4-511(a)(1)(A)(ii)-(iii); § 24-10-607(a)(1)(A)(iii)-(iv),https://codes.findlaw.com/ar/title-21-public-officers-and-employees/ar-code-sect-21-5-705.html,"NOTE: Arkansas has no workers' compensation presumption for first responder occupational disease. § 21-5-705 is a State Claims Commission death benefit; §§ 24-4-511 and 24-10-607 are pension disability retirement benefits through APERS and LOPFI respectively. None shifts the burden of proof in WC proceedings. Three statutory mechanisms: (1) § 21-5-705 provides death benefit up to $150,000 for firefighters killed in line of duty from covered cancers after Jan 1, 2012 — firefighter must be under 68; Firefighter Benefit Review Panel makes recommendations to Arkansas State Claims Commission. (2) § 24-4-511 (APERS) and § 24-10-607 (LOPFI) provide disability retirement presumption for cancer diagnosed 'while in the line of duty.' Both rebuttable by preponderance. § 24-4-511 requires 5 years actual service including 18 of last 24 months; members hired after July 1, 2013 under § 24-10-607 require 10 years. Firefighter must not have been diagnosed with cancer prior to service start. LOPFI section also covers volunteer members.",NA,https://www.iaff.org/presumptive-health/ar/,2026-05-23
AR,Arkansas,cancer,"Leukemia, lymphoma, mesothelioma, multiple myeloma; cancer of brain, urinary tract, liver, skin, breast, cervix, thyroid, prostate, testicle, colon, digestive tract; cancer with higher firefighter incidence linked to known carcinogen",firefighter_volunteer,employer_benefit,TRUE,TRUE,NA,FALSE,NA,NA,TRUE,NA,NA,Ark. Code Ann. § 24-4-511(a)(1)(A)(ii) ('volunteer firefighter'); § 24-10-607(a)(1)(A)(iii) ('volunteer member'),https://codes.findlaw.com/ar/title-24-retirement-and-pensions/ar-code-sect-24-4-511.html,NOTE: Arkansas has no workers' compensation presumption for first responder occupational disease. § 21-5-705 is a State Claims Commission death benefit; §§ 24-4-511 and 24-10-607 are pension disability retirement benefits through APERS and LOPFI respectively. None shifts the burden of proof in WC proceedings. Both APERS (§ 24-4-511) and LOPFI (§ 24-10-607) explicitly extend cancer presumption to 'volunteer firefighter' / 'volunteer member.' Rebuttable by preponderance. Cancer must be diagnosed 'while in the line of duty.',NA,https://www.iaff.org/presumptive-health/ar/,2026-05-23
AR,Arkansas,other,"Firefighter Cancer Relief Network Trust Fund -- charitable relief payments for cancer diagnosis (any type, network-determined)",firefighter,employer_benefit,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,Ark. Code Ann. § 21-5-110 / § 19-5-1153,https://codes.findlaw.com/ar/title-21-public-officers-and-employees/ar-code-sect-21-5-110.html,"This is not a burden-shifting legal presumption -- it's a state-administered charitable relief-fund trust (through the State Insurance Department), with eligibility and award decisions delegated to the Arkansas Association of Fire Chiefs, Arkansas Professional Fire Fighters Association, and Arkansas State Firefighters Association, Inc. It's open to both career and volunteer firefighters enrolled in the network. The implementing rule is at 23 CAR 40 (Arkansas Insurance Department rules). The enactment year and Act number have not been confirmed.",Enactment year and Act number for § 21-5-110/§ 19-5-1153 not confirmed,https://www.iaff.org/presumptive-health/ar/,2026-08-07
AR,Arkansas,other,Paid leave for occupationally-caused cancer treatment (cross-references the same cancer list as § 21-5-705),firefighter,employer_benefit,TRUE,TRUE,5,NA,NA,NA,NA,NA,NA,Ark. Code Ann. § 21-4-107,https://codes.findlaw.com/ar/title-21-public-officers-and-employees/ar-code-sect-21-4-107.html,"This is not a workers' compensation presumption -- it's a paid-leave mandate. It entitles paid, full-time firefighters with 5+ years of service to a minimum of 1,456 hours of paid leave when they begin treatment for occupationally-caused cancer (drawing on the same cancer list used in § 21-5-705(a)(3)(A)(i)). Firefighters must show a carcinogen-exposure determination consistent with Department of Health/IARC standards; the presumption of occupational causation can be rebutted with medical evidence of a non-occupational cause. A pre-employment physical showing no pre-existing cancer strengthens the claim. The paid-leave benefit yields if the same cancer is already covered by workers' compensation. This provision was likely enacted in 2019, though the exact bill/Act number has not been confirmed -- it is sometimes attributed to HB1299, but that bill appears in legislative records as a general sick-leave-accrual bill unrelated to this specific cancer-leave provision.","Exact enacting bill/Act number for § 21-4-107 (believed 2019) is unconfirmed -- the commonly-cited HB1299 attribution appears to be a different, unrelated bill",https://www.iaff.org/presumptive-health/ar/,2026-08-07
AR,Arkansas,other,"Firefighter Cancer Relief Network Trust Fund -- charitable relief payments for cancer diagnosis (any type, network-determined)",firefighter_volunteer,employer_benefit,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,Ark. Code Ann. § 21-5-110 / § 19-5-1153,https://codes.findlaw.com/ar/title-21-public-officers-and-employees/ar-code-sect-21-5-110.html,"This is not a burden-shifting legal presumption -- it's a state-administered charitable relief-fund trust (through the State Insurance Department), with eligibility and award decisions delegated to the Arkansas Association of Fire Chiefs, Arkansas Professional Fire Fighters Association, and Arkansas State Firefighters Association, Inc. It's open to both career and volunteer firefighters enrolled in the network. The implementing rule is at 23 CAR 40 (Arkansas Insurance Department rules). The enactment year and Act number have not been confirmed.",Enactment year and Act number for § 21-5-110/§ 19-5-1153 not confirmed,https://www.iaff.org/presumptive-health/ar/,2026-08-07
AZ,Arizona,cancer,"Brain cancer, bladder cancer, rectal cancer, colon cancer, lymphoma, leukemia, adenocarcinoma, mesothelioma of the respiratory tract",firefighter,statute,TRUE,TRUE,5,TRUE,180,NA,FALSE,NA,TRUE,Ariz. Rev. Stat. § 23-901.01(B)(1),https://www.azleg.gov/ars/23/00901-01.htm,Applies to firefighters and peace officers with identical terms for this cancer list. Must be assigned to hazardous duty for at least 5 years. Must have been exposed to known IARC carcinogen and informed department of exposure. Post-termination: applies to former firefighters/peace officers age 65 or younger diagnosed within 15 years of last employment. Tobacco exclusion applies to respiratory tract cancers only if tobacco is a substantial contributing cause. Rebuttable by preponderance of evidence showing specific non-occupational cause.,NA,https://www.iaff.org/presumptive-health/az/,2026-05-23
AZ,Arizona,cancer,"Buccal cavity and pharynx cancer, esophageal cancer, large intestine cancer, lung cancer, kidney cancer, prostate cancer, skin cancer, stomach cancer, testicular cancer, non-Hodgkin's lymphoma, multiple myeloma, malignant melanoma",firefighter,statute,TRUE,TRUE,5,TRUE,180,NA,FALSE,NA,TRUE,Ariz. Rev. Stat. § 23-901.01(B)(2),https://www.azleg.gov/ars/23/00901-01.htm,Firefighter-only expanded cancer list (not available to peace officers). Additional requirement: NFPA 1582-aligned physical exam. Must have been exposed to known IARC carcinogen. Former firefighters age 65 or younger diagnosed within 15 years of last employment. Tobacco exclusion for respiratory tract cancers where tobacco is substantial contributing cause.,NA,https://www.iaff.org/presumptive-health/az/,2026-05-23
AZ,Arizona,cancer,"Brain cancer, bladder cancer, rectal cancer, colon cancer, lymphoma, leukemia, adenocarcinoma, mesothelioma of the respiratory tract",law_enforcement,statute,TRUE,TRUE,5,TRUE,180,NA,FALSE,NA,TRUE,Ariz. Rev. Stat. § 23-901.01(B)(1),https://www.azleg.gov/ars/23/00901-01.htm,"'Peace officer' means full-time peace officer regularly assigned to hazardous duty as part of special operations, SWAT, EOD, or hazmat response unit. Must be 65 or younger and diagnosed within 15 years of last employment. Tobacco exclusion for respiratory tract cancers. Rebuttable by preponderance.",NA,https://www.iaff.org/presumptive-health/az/,2026-05-23
AZ,Arizona,cardiovascular,"Heart-related, perivascular, or pulmonary injury, illness, or death",firefighter,statute,TRUE,TRUE,NA,TRUE,NA,NA,FALSE,NA,TRUE,A.R.S. § 23-1105,https://www.azleg.gov/ars/23/01105.htm,Event must occur within 24 hours after a known exposure. NFPA 1582-aligned physical exam required. Covers firefighters and volunteer firefighters under § 23-901(6)(d). Tobacco exclusion applies where tobacco is a substantial contributing cause. Rebuttable by preponderance showing specific non-occupational cause.,NA,https://www.iaff.org/presumptive-health/az/,2026-05-23
AZ,Arizona,cardiovascular,"Heart-related, perivascular, or pulmonary injury, illness, or death",firefighter_volunteer,statute,TRUE,TRUE,NA,TRUE,NA,NA,FALSE,NA,TRUE,A.R.S. § 23-1105,https://www.azleg.gov/ars/23/01105.htm,Volunteer firefighters explicitly covered under § 23-901(6)(d) definition. Event must occur within 24 hours after known exposure. NFPA 1582-aligned physical exam required.,NA,https://www.iaff.org/presumptive-health/az/,2026-05-23
AZ,Arizona,mental,Post-traumatic stress disorder (PTSD); workers' compensation coverage for PTSD with accepted WC claim,firefighter,none,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,Ariz. Rev. Stat. § 23-972 (conditional on FDA approval of midomafetamine),NA,"NOTE: § 23-972 was enacted conditional on FDA approval of midomafetamine (MDMA-AT) by December 31, 2025. The FDA rejected MDMA-AT on August 9, 2024. The statute therefore never took legal effect and provides no coverage. As of June 2026, Arizona has no PTSD workers' compensation presumption for first responders. Employers shall provide WC coverage for firefighters diagnosed with PTSD by a licensed mental health professional with an accepted WC claim. This is a coverage mandate, not a traditional rebuttable presumption. Section 23-972 conditionally enacted only if FDA approves midomafetamine (MDMA) by December 31, 2025 — FDA did not approve as of the 2026 data date; status uncertain. Separate from the counseling program under § 38-673 (which expressly does not create a WC presumption).",NA,https://www.iaff.org/presumptive-health/az/,2026-05-23
AZ,Arizona,mental,Post-traumatic stress disorder (PTSD); workers' compensation coverage for PTSD with accepted WC claim,law_enforcement,none,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,Ariz. Rev. Stat. § 23-972 (conditional on FDA approval of midomafetamine),NA,"NOTE: § 23-972 was enacted conditional on FDA approval of midomafetamine (MDMA-AT) by December 31, 2025. The FDA rejected MDMA-AT on August 9, 2024. The statute therefore never took legal effect and provides no coverage. As of June 2026, Arizona has no PTSD workers' compensation presumption for first responders. Covers 'certified peace officers' (§ 38-842). Same conditional enactment tied to FDA approval of midomafetamine by December 31, 2025. Coverage mandate with accepted WC claim, not a traditional shifting presumption.",NA,https://www.iaff.org/presumptive-health/az/,2026-05-23
CA,California,cancer,Cancer including leukemia caused by exposure to known IARC carcinogen,firefighter,statute,TRUE,TRUE,NA,FALSE,120,"3 calendar months per full year of requisite service, max 120 months",FALSE,NA,NA,Cal. Lab. Code § 3212.1 (William Dallas Jones Cancer Presumption Act of 2010),https://codes.findlaw.com/ca/labor-code/lab-sect-3212-1/,"Covers active firefighting members (volunteer, partly paid, fully paid) of city/county/district/state fire departments, UC/CSU, Cal Fire, county forestry; also peace officers (§830.1, §830.2(a), §830.37(a)(b)) primarily in active law enforcement; fire and rescue services coordinators at Cal OES. Member must demonstrate exposure to known IARC carcinogen. Rebuttable if carcinogen not reasonably linked to disabling cancer and primary site established. Extended to DoD/NASA/FAA airport fire departments for injuries on or after January 1, 2026. Post-termination max is 120 months (10 years) — longer than most other CA presumptions.",NA,https://www.iaff.org/presumptive-health/ca/,2026-05-23
CA,California,cancer,Cancer including leukemia caused by exposure to known IARC carcinogen,firefighter_volunteer,statute,TRUE,TRUE,NA,FALSE,120,"3 calendar months per full year of requisite service, max 120 months",FALSE,NA,NA,Cal. Lab. Code § 3212.1,https://codes.findlaw.com/ca/labor-code/lab-sect-3212-1/,Volunteer firefighters explicitly included in § 3212.1(a)(1) definition of covered active firefighting members.,NA,https://www.iaff.org/presumptive-health/ca/,2026-05-23
CA,California,cancer,Cancer including leukemia caused by exposure to known IARC carcinogen,law_enforcement,statute,TRUE,TRUE,NA,FALSE,120,"3 calendar months per full year of requisite service, max 120 months",FALSE,NA,NA,Cal. Lab. Code § 3212.1,https://codes.findlaw.com/ca/labor-code/lab-sect-3212-1/,"Peace officers defined in § 830.1, § 830.2(a), § 830.37(a)(b) primarily engaged in active law enforcement. Also covered under Government Code § 31720.6 (safety members with 5+ years service, county pension systems).",NA,https://www.iaff.org/presumptive-health/ca/,2026-05-23
CA,California,cardiovascular,Heart trouble (disability retirement basis),firefighter,statute,TRUE,TRUE,5,FALSE,60,"3 calendar months per full year of requisite service, max 60 months",FALSE,NA,NA,Cal. Gov. Code § 31720.5,https://california.public.law/codes/government_code_section_31720.5,"County pension system (Chapter 4 / Chapter 5 systems). Requires 5 years service. Covers safety members, firefighter members (including active fire suppression members not classified as safety members), and members in active law enforcement. Disease not attributed to pre-existing condition. Rebuttable.",NA,https://www.iaff.org/presumptive-health/ca/,2026-05-23
CA,California,cardiovascular,"Heart trouble, pneumonia",firefighter,statute,TRUE,TRUE,NA,FALSE,60,"3 calendar months per full year of requisite service, max 60 months",FALSE,NA,NA,Cal. Lab. Code § 3212,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?sectionNum=3212.&lawCode=LAB,"Covers members of city/county/district fire departments (volunteer, partly paid, fully paid), Department of Forestry and Fire Protection active firefighting members, county forestry/firefighting departments, and warden service of Wildlife Protection Branch. Also covers sheriff's offices, California Highway Patrol, DA investigator staff, and police departments for hernia (not mapped here). Extended to DoD/NASA/FAA airport fire departments for injuries on or after January 1, 2026. Disease must develop or manifest during service.",NA,https://www.iaff.org/presumptive-health/ca/,2026-05-23
CA,California,cardiovascular,Heart trouble (disability retirement basis),law_enforcement,statute,TRUE,TRUE,5,FALSE,60,"3 calendar months per full year of requisite service, max 60 months",FALSE,NA,NA,Cal. Gov. Code § 31720.5,https://california.public.law/codes/government_code_section_31720.5,County pension system. 5 years service required. Covers members in active law enforcement.,NA,https://www.iaff.org/presumptive-health/ca/,2026-05-23
CA,California,cardiovascular,"Heart trouble, pneumonia",law_enforcement,statute,TRUE,TRUE,NA,FALSE,60,"3 calendar months per full year of requisite service, max 60 months",FALSE,NA,NA,Cal. Lab. Code § 3212,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?sectionNum=3212.&lawCode=LAB,"Covers members of sheriff's offices, police departments, California Highway Patrol, DA investigator staff, and warden service of Wildlife Protection Branch. Heart trouble and pneumonia only (hernia also included for these groups but is 'other' category). Must develop or manifest during service.",NA,https://www.iaff.org/presumptive-health/ca/,2026-05-23
CA,California,infectious,Blood-borne infectious disease; MRSA skin infection,firefighter,statute,TRUE,TRUE,NA,FALSE,60,"Blood-borne: 3 months per year, max 60 months; MRSA: flat 90 days",FALSE,NA,NA,Cal. Lab. Code § 3212.8,https://california.public.law/codes/labor_code_section_3212.8,"Covers sheriff's offices, police/fire departments, Cal Fire active firefighting members, county forestry, Penal Code Chapter 4.5 individuals. Blood-borne infectious disease: post-termination window is 3 months/year, max 60 months. MRSA skin infection: separate flat 90-day post-termination window. Extended to DoD/NASA/FAA airport fire departments for injuries on or after January 1, 2026 (§ SEC. 5 / § 3212.8(e)).",NA,https://www.iaff.org/presumptive-health/ca/,2026-05-23
CA,California,infectious,COVID-19,firefighter,expired,FALSE,TRUE,NA,FALSE,NA,NA,NA,NA,NA,Cal. Gov. Code § 7523 (COVID-19 Disability Retirement Presumption),NA,"Expired: § 7523.2 repealed this article effective January 1, 2024. Covered public retirement system members in firefighter and peace officer job classifications under § 3212.87. Rebuttable presumption of service-related disability for COVID-19-related disability retirement.",NA,https://www.iaff.org/presumptive-health/ca/,2026-05-23
